phylum,class,order,family,genus,species,common name,study sample sex,study sample size,body mass (kg),metabolic rate (W),mass-specific metabolic rate (W/kg),brain size (kg),brain size - method
Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,Pheidole sp.4,0,,1,1.02E-07,,,1.10E-08,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,Pheidole sp.5,0,,1,2.54E-07,,,2.00E-08,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,Pheidole sp.6,0,,1,1.22E-07,,,1.30E-08,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,Pheidole sp.7,0,,3,1.03E-06,,,4.90E-08,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,Pheidole sp.8,0,,3,1.16E-06,,,4.70E-08,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,Pheidole sp.9,0,,3,5.29E-07,,,2.80E-08,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,Pogonomyrmex badius,Florida Harvester Ant,,20,2.19E-05,,,1.39E-07,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,Solenopsis sp.1,0,,2,9.85E-08,,,1.00E-08,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,Solenopsis sp.2,0,,1,4.73E-07,,,3.10E-08,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Wasmannia,Wasmannia aurpunctata,0,,1,1.09E-07,,,7.00E-09,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Ectatomma,Ectatomma ruidum,0,,2,1.05E-05,,,2.20E-07,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Ectatomma,Ectatomma tuberculatum,0,,3,1.85E-05,,,3.87E-07,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Gnamptogenys,Gnamptogenys sp.1,0,,1,5.76E-07,,,2.80E-08,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Gnamptogenys,Gnamptogenys sp.2,0,,1,9.87E-06,,,2.44E-07,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Azteca,Azteca sp.1,0,,1,7.17E-07,,,5.10E-08,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Azteca,Azteca sp.2,0,,1,1.74E-06,,,7.20E-08,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Dolichoderus,Dolichoderus sp.,0,,3,4.58E-06,,,1.38E-07,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Tapinoma,Tapinoma melanocephalum,Ghost Ant,,1,1.32E-07,,,1.10E-08,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Brachymyrmex,Brachymyrmex sp.1,0,,3,4.40E-08,,,6.00E-09,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Brachymyrmex,Brachymyrmex sp.2,0,,3,7.45E-08,,,6.00E-09,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus sericeiventris,Shimmering Golden Sugar ant,,1,3.74E-05,,,4.40E-07,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus sp.1,0,,1,5.05E-06,,,1.84E-07,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus sp.2,0,,13,2.21E-05,,,2.95E-07,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus sp.3,0,,9,2.57E-05,,,3.04E-07,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Paratrechina,Paratrechina longicornis,Longhorn Crazy Ant,,1,3.42E-07,,,2.80E-08,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton burchellii,Burchell's Army Ant,,31,1.74E-05,,,2.02E-07,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Nomamyrmex,Nomamyrmex sp.,0,,4,1.19E-05,,,2.04E-07,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Odontomachus,Odontomachus bauri,0,,2,1.58E-05,,,2.12E-07,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Odontomachus,Odontomachus brunneus,Florida Trap-jaw Ant,,2,6.19E-06,,,1.92E-07,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Odontomachus,Odontomachus hastatus,Hastatus-group Trap-jaw Ants,,3,2.53E-05,,,4.30E-07,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Pachycondyla,Pachycondyla apicalis,0,,2,4.07E-05,,,6.59E-07,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Pachycondyla,Pachycondyla obscuricornis,0,,2,1.52E-05,,,3.97E-07,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Pachycondyla,Pachycondyla sp.1,0,,1,9.70E-06,,,1.90E-07,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Pachycondyla,Pachycondyla sp.2,0,,2,4.48E-06,,,1.55E-07,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Pachycondyla,Pachycondyla sp.3,0,,1,2.72E-06,,,7.50E-08,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Pachycondyla,Pachycondyla villosa,0,,3,4.64E-05,,,5.03E-07,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Paraponera,Paraponera clavata,Bullet Ant,,3,0.000168785,,,1.73E-06,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Pseudomyrmex,Pseudomyrmex sp.1,0,,1,2.89E-06,,,1.35E-07,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Pseudomyrmex,Pseudomyrmex sp.2,0,,3,4.99E-07,,,4.50E-08,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Pseudomyrmex,Pseudomyrmex sp.3,0,,3,5.23E-06,,,2.77E-07,histological reconstruction
Arthropoda,Insecta,Lepidoptera,Pyralidae,Ephestia,Ephestia kuehniella,Mediterranean Flour Moth,,29,,,,4.87E-15,histological reconstruction
Arthropoda,Insecta,Lepidoptera,Noctuidae,Mamestra,Mamestra brassicae,Cabbage Moth,,58,,,,7.67E-15,histological reconstruction
Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,Cephalotes varians,Northern Caribbean Turtle Ant,,1,,,,2.49E-08,immunostaining and microscopy
Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,Cephalotes varians,Northern Caribbean Turtle Ant,,1,,,,2.73E-08,immunostaining and microscopy
Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,Cephalotes varians,Northern Caribbean Turtle Ant,,1,,,,2.77E-08,immunostaining and microscopy
Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,Cephalotes varians,Northern Caribbean Turtle Ant,,1,,,,2.80E-08,immunostaining and microscopy
Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,Cephalotes varians,Northern Caribbean Turtle Ant,,1,,,,2.74E-08,immunostaining and microscopy
Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,Cephalotes varians,Northern Caribbean Turtle Ant,,1,,,,2.77E-08,immunostaining and microscopy
Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,Cephalotes varians,Northern Caribbean Turtle Ant,,1,,,,2.15E-08,immunostaining and microscopy
Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,Cephalotes varians,Northern Caribbean Turtle Ant,,1,,,,2.32E-08,immunostaining and microscopy
Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,Cephalotes varians,Northern Caribbean Turtle Ant,,1,,,,2.25E-08,immunostaining and microscopy
Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,Cephalotes varians,Northern Caribbean Turtle Ant,,1,,,,2.97E-08,immunostaining and microscopy
Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,Cephalotes varians,Northern Caribbean Turtle Ant,,1,,,,2.51E-08,immunostaining and microscopy
Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,Cephalotes varians,Northern Caribbean Turtle Ant,,1,,,,2.67E-08,immunostaining and microscopy
Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,Cephalotes varians,Northern Caribbean Turtle Ant,,1,,,,2.39E-08,immunostaining and microscopy
Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,Cephalotes varians,Northern Caribbean Turtle Ant,,1,,,,2.16E-08,immunostaining and microscopy
Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,Cephalotes varians,Northern Caribbean Turtle Ant,,1,,,,1.78E-08,immunostaining and microscopy
Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,Cephalotes varians,Northern Caribbean Turtle Ant,,1,,,,3.63E-08,immunostaining and microscopy
Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,Cephalotes varians,Northern Caribbean Turtle Ant,,1,,,,3.40E-08,immunostaining and microscopy
Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,Cephalotes varians,Northern Caribbean Turtle Ant,,1,,,,2.63E-08,immunostaining and microscopy
Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,Cephalotes varians,Northern Caribbean Turtle Ant,,1,,,,2.40E-08,immunostaining and microscopy
Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,Cephalotes varians,Northern Caribbean Turtle Ant,,1,,,,2.66E-08,immunostaining and microscopy
Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,Cephalotes varians,Northern Caribbean Turtle Ant,,1,,,,2.80E-08,immunostaining and microscopy
Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,Cephalotes varians,Northern Caribbean Turtle Ant,,1,,,,2.48E-08,immunostaining and microscopy
Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,Cephalotes varians,Northern Caribbean Turtle Ant,,1,,,,2.92E-08,immunostaining and microscopy
Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,Cephalotes varians,Northern Caribbean Turtle Ant,,1,,,,2.52E-08,immunostaining and microscopy
Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,Cephalotes varians,Northern Caribbean Turtle Ant,,1,,,,2.40E-08,immunostaining and microscopy
Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,Cephalotes varians,Northern Caribbean Turtle Ant,,1,,,,2.60E-08,immunostaining and microscopy
